"id","art1","art2","relationship1","relationship2"
"65353","3488","84068","Book","Part of a Book"
"65352","3488","84067","Book","Part of a Book"
"65351","3488","84066","Book","Part of a Book"
"65350","3488","84065","Book","Part of a Book"
"65349","3488","84064","Book","Part of a Book"
"65348","3488","84063","Book","Part of a Book"
"65347","3488","84062","Book","Part of a Book"
"65346","3488","84061","Book","Part of a Book"
"65345","3488","84060","Book","Part of a Book"
"65344","3488","84059","Book","Part of a Book"
"65343","3488","84058","Book","Part of a Book"
"65342","3488","84057","Book","Part of a Book"
"65341","3488","84056","Book","Part of a Book"
"65340","3488","84055","Book","Part of a Book"
"65339","3488","84054","Book","Part of a Book"
"65338","3488","84053","Book","Part of a Book"
"65337","3488","84052","Book","Part of a Book"
"65336","3488","84051","Book","Part of a Book"
"65335","3488","84050","Book","Part of a Book"
"65334","3488","84049","Book","Part of a Book"
"65333","3488","84048","Book","Part of a Book"
"65332","3488","84047","Book","Part of a Book"
"65331","3488","84046","Book","Part of a Book"
"65330","3488","84045","Book","Part of a Book"
"65329","3488","84044","Book","Part of a Book"
"65328","3488","84043","Book","Part of a Book"
"65326","3488","84041","Book","Part of a Book"
"65325","3488","84040","Book","Part of a Book"
"65324","3488","84039","Book","Part of a Book"
"65323","3488","84038","Book","Part of a Book"
"65322","3488","84037","Book","Part of a Book"
"65321","3488","84036","Book","Part of a Book"
"65320","3488","84035","Book","Part of a Book"
"65319","3488","84034","Book","Part of a Book"
"65318","3488","84033","Book","Part of a Book"
"65317","3488","84032","Book","Part of a Book"
"65316","3488","84031","Book","Part of a Book"
"65315","3488","84030","Book","Part of a Book"
"65314","3488","84029","Book","Part of a Book"
"65313","3488","84028","Book","Part of a Book"
"65312","3488","84027","Book","Part of a Book"
"65311","3488","84026","Book","Part of a Book"
"65310","3488","84025","Book","Part of a Book"
"65309","3488","84024","Book","Part of a Book"
"65308","3488","84023","Book","Part of a Book"
"65307","3488","84022","Book","Part of a Book"
"65306","3488","84021","Book","Part of a Book"
"65305","3488","84020","Book","Part of a Book"
"65304","3488","84019","Book","Part of a Book"
"65303","3488","84018","Book","Part of a Book"
"65302","3488","84017","Book","Part of a Book"
"65301","3488","84016","Book","Part of a Book"
"65300","3488","84015","Book","Part of a Book"
"65299","3488","84014","Book","Part of a Book"
"65298","3488","84013","Book","Part of a Book"
"65297","3488","84012","Book","Part of a Book"
"65296","3488","84011","Book","Part of a Book"
"65295","3488","84010","Book","Part of a Book"
"65294","3488","84009","Book","Part of a Book"
"65293","3488","84008","Book","Part of a Book"
"65292","3488","84007","Book","Part of a Book"
"65291","3488","84006","Book","Part of a Book"
"65290","3488","84005","Book","Part of a Book"
"65289","3488","84004","Book","Part of a Book"
"65288","3488","84003","Book","Part of a Book"
"65287","3488","84002","Book","Part of a Book"
"65286","3488","84001","Book","Part of a Book"
"65285","3488","84000","Book","Part of a Book"
"65284","3488","83999","Book","Part of a Book"
"65283","3488","83998","Book","Part of a Book"
"65282","3488","83997","Book","Part of a Book"
"65281","3488","83996","Book","Part of a Book"
"65280","3488","83995","Book","Part of a Book"
"65279","3488","83994","Book","Part of a Book"
"65278","3488","83993","Book","Part of a Book"
"65277","3488","83992","Book","Part of a Book"
"65276","3488","83991","Book","Part of a Book"
"65275","3488","83990","Book","Part of a Book"
"65274","3488","83989","Book","Part of a Book"
"65273","3488","83988","Book","Part of a Book"
"65272","3488","83987","Book","Part of a Book"
"65271","3488","83986","Book","Part of a Book"
"65270","3488","83985","Book","Part of a Book"
"65269","3488","83984","Book","Part of a Book"
"65268","3488","83983","Book","Part of a Book"
"65267","3488","83982","Book","Part of a Book"
"65266","3488","83981","Book","Part of a Book"
"65265","3488","83980","Book","Part of a Book"
"65264","3488","83979","Book","Part of a Book"
"65263","3488","83978","Book","Part of a Book"
"65262","3488","83977","Book","Part of a Book"
"65261","3488","83976","Book","Part of a Book"
"65260","3488","83975","Book","Part of a Book"
"65259","3488","83974","Book","Part of a Book"
"65258","3488","83973","Book","Part of a Book"
"65257","3488","83972","Book","Part of a Book"
"65256","3488","83971","Book","Part of a Book"
"65255","3488","83970","Book","Part of a Book"
"65254","3488","83969","Book","Part of a Book"
"65253","3488","83968","Book","Part of a Book"
"65252","3488","83967","Book","Part of a Book"
"65251","3488","83966","Book","Part of a Book"
"65250","3488","83965","Book","Part of a Book"
"65249","3488","83964","Book","Part of a Book"
"65248","3488","83963","Book","Part of a Book"
"65247","3488","83962","Book","Part of a Book"
"65246","3488","83961","Book","Part of a Book"
"65245","3488","83960","Book","Part of a Book"
"65244","3488","83959","Book","Part of a Book"
"65243","3488","83958","Book","Part of a Book"
"65242","3488","83957","Book","Part of a Book"
"65241","3488","83956","Book","Part of a Book"
"65240","3488","83955","Book","Part of a Book"
"65239","3488","83954","Book","Part of a Book"
"65238","3488","83953","Book","Part of a Book"
"65237","3488","83952","Book","Part of a Book"
"65236","3488","83951","Book","Part of a Book"
"65235","3488","83950","Book","Part of a Book"
"65234","3488","83949","Book","Part of a Book"
"65233","3488","83948","Book","Part of a Book"
"65232","3488","83947","Book","Part of a Book"
"65231","3488","83946","Book","Part of a Book"
"65230","3488","83945","Book","Part of a Book"
"65229","3488","83944","Book","Part of a Book"
"65228","3488","83943","Book","Part of a Book"
"65227","3488","83942","Book","Part of a Book"
"65226","3488","83941","Book","Part of a Book"
"65225","3488","83940","Book","Part of a Book"
"65224","3488","83939","Book","Part of a Book"
"65223","3488","83938","Book","Part of a Book"
"65222","3488","83937","Book","Part of a Book"
"65221","3488","83936","Book","Part of a Book"
"65220","3488","83935","Book","Part of a Book"
"65219","3488","83934","Book","Part of a Book"
"65218","3488","83933","Book","Part of a Book"
"65217","3488","83932","Book","Part of a Book"
"65216","3488","83931","Book","Part of a Book"
"65215","3488","83930","Book","Part of a Book"
"65214","3488","83929","Book","Part of a Book"
"65213","3488","83928","Book","Part of a Book"
"65212","3488","83927","Book","Part of a Book"
"65211","3488","83926","Book","Part of a Book"
"65210","3488","83925","Book","Part of a Book"
"65209","3488","83924","Book","Part of a Book"
"65208","3488","83923","Book","Part of a Book"
"65207","3488","83921","Book","Part of a Book"
"65206","3488","83920","Book","Part of a Book"
"72783","39812","97038","Whole","Component"
"72778","13523","97036","Whole","Component"
"65197","9015","83883","Book","Part of a Book"
"65196","9015","83882","Book","Part of a Book"
"65195","29737","83881","Book","Part of a Book"
"65194","29737","83880","Book","Part of a Book"
"65193","37115","83874","Book","Part of a Book"
"65192","37115","83873","Book","Part of a Book"
"65191","4449","83872","Book","Part of a Book"
"65190","4449","83871","Book","Part of a Book"
"65189","3681","83870","Book","Part of a Book"
"65188","3681","83869","Book","Part of a Book"
"65187","37347","83868","Book","Part of a Book"
"65186","37347","83867","Book","Part of a Book"
"65185","26833","83862","Book","Part of a Book"
"65184","29593","83861","Book","Part of a Book"
"65183","18844","83860","Book","Part of a Book"
"65182","18844","83859","Book","Part of a Book"
"65181","18844","83858","Book","Part of a Book"
"65180","18844","83857","Book","Part of a Book"
"65179","18844","83856","Book","Part of a Book"
"65178","18844","83855","Book","Part of a Book"
"65177","18844","83854","Book","Part of a Book"
"65176","18844","83853","Book","Part of a Book"
"65175","18844","83852","Book","Part of a Book"
"65174","18844","83851","Book","Part of a Book"
"65173","18844","83850","Book","Part of a Book"
"65172","18844","83849","Book","Part of a Book"
"65171","18844","83848","Book","Part of a Book"
"65170","18844","83847","Book","Part of a Book"
"65169","18844","83846","Book","Part of a Book"
"65168","18844","83845","Book","Part of a Book"
"65167","18844","83844","Book","Part of a Book"
"65166","18844","83843","Book","Part of a Book"
"65165","18844","83842","Book","Part of a Book"
"65164","18844","83841","Book","Part of a Book"
"65163","18844","83840","Book","Part of a Book"
"65162","18844","83839","Book","Part of a Book"
"65161","18844","83838","Book","Part of a Book"
"65160","18844","83837","Book","Part of a Book"
"65159","18844","83836","Book","Part of a Book"
"65158","18844","83835","Book","Part of a Book"
"65157","18844","83834","Book","Part of a Book"
"65156","18844","83833","Book","Part of a Book"
"65155","18844","83831","Book","Part of a Book"
"65154","18844","83832","Book","Part of a Book"
"65153","18844","83830","Book","Part of a Book"
"65152","18844","83829","Book","Part of a Book"
"65151","18844","83828","Book","Part of a Book"
"65150","18844","83827","Book","Part of a Book"
"65149","18844","83826","Book","Part of a Book"
"65148","18844","83825","Book","Part of a Book"
"65146","26887","83824","Book","Part of a Book"
"65145","26887","83823","Book","Part of a Book"
"65144","26887","83822","Book","Part of a Book"
"65143","26887","83821","Book","Part of a Book"
"65142","26887","83820","Book","Part of a Book"
"65141","26887","83819","Book","Part of a Book"
"65136","9136","83814","Book","Part of a Book"
"65135","9136","83813","Book","Part of a Book"
"65134","8791","83812","Book","Part of a Book"
"65133","26511","83811","Book","Part of a Book"
"65132","26511","83810","Book","Part of a Book"
"76316","5088","98998","Parent","Child"
"76315","5088","98997","Parent","Child"
"65128","27334","83806","Book","Part of a Book"
"65127","14147","83805","Book","Part of a Book"
"65126","14147","83804","Book","Part of a Book"
"65125","30162","83803","Book","Part of a Book"
"65124","30162","83802","Book","Part of a Book"
"65123","9478","83801","Book","Part of a Book"
"65122","9478","83800","Book","Part of a Book"
"65119","4587","83797","Book","Part of a Book"
"65118","4587","83796","Book","Part of a Book"
"65117","157","83795","Book","Part of a Book"
"65116","157","83794","Book","Part of a Book"
"65115","17090","83793","Book","Part of a Book"
"65114","17090","83792","Book","Part of a Book"
"65113","2308","83791","Book","Part of a Book"
"65112","2308","83790","Book","Part of a Book"
"65111","22181","83789","Book","Part of a Book"
"65110","22181","83788","Book","Part of a Book"
"65109","7883","83787","Book","Part of a Book"
"65108","7883","83786","Book","Part of a Book"
"65107","2562","83785","Book","Part of a Book"
"65106","2562","83784","Book","Part of a Book"
"65105","36241","83783","Book","Part of a Book"
"65104","36241","83782","Book","Part of a Book"
"65103","35608","83781","Book","Part of a Book"
"65102","35608","83780","Book","Part of a Book"
"65101","26667","83779","Book","Part of a Book"
"65100","26667","83778","Book","Part of a Book"
"65099","14438","83777","Book","Part of a Book"
"65098","14438","83721","Book","Part of a Book"
"65097","14438","83776","Book","Part of a Book"
"65096","14438","83775","Book","Part of a Book"
"65095","14438","83774","Book","Part of a Book"
"65094","14438","83773","Book","Part of a Book"
"65093","14438","83772","Book","Part of a Book"
"65092","14438","83771","Book","Part of a Book"
"65091","14438","83770","Book","Part of a Book"
"65090","14438","83769","Book","Part of a Book"
"65089","14438","83768","Book","Part of a Book"
"65088","14438","83767","Book","Part of a Book"
"65087","14438","83766","Book","Part of a Book"
"65086","14438","83765","Book","Part of a Book"
"65085","14438","83764","Book","Part of a Book"
"65084","14438","83763","Book","Part of a Book"
"65083","14438","83762","Book","Part of a Book"
"65082","14438","83761","Book","Part of a Book"
"65081","14438","83760","Book","Part of a Book"
"65080","14438","83759","Book","Part of a Book"
"65079","14438","83758","Book","Part of a Book"
"65078","14438","83757","Book","Part of a Book"
"65077","14438","83756","Book","Part of a Book"
"65076","14438","83755","Book","Part of a Book"
"65075","14438","83754","Book","Part of a Book"
"65074","14438","83753","Book","Part of a Book"
"65073","14438","83752","Book","Part of a Book"
"65072","14438","83751","Book","Part of a Book"
"65071","14438","83750","Book","Part of a Book"
"65070","14438","83749","Book","Part of a Book"
"65069","14438","83748","Book","Part of a Book"
"65068","14438","83747","Book","Part of a Book"
"65067","14438","83746","Book","Part of a Book"
"65066","14438","83745","Book","Part of a Book"
"65065","14438","83744","Book","Part of a Book"
"65064","14438","83743","Book","Part of a Book"
"65063","14438","83742","Book","Part of a Book"
"65062","14438","83741","Book","Part of a Book"
"65061","14438","83740","Book","Part of a Book"
"65060","14438","83739","Book","Part of a Book"
"65059","14438","83738","Book","Part of a Book"
